NO,제목,공감/비공감,조회수,등록일,카테고리,세분화
681,[장학금 수혜 증명서] 증명서에서 '수혜 내역만' 발급가능하게 부탁드립니다,0 / 0,18,2019.10.31,행정지원,학사운영 전반에 관한 업무
629,입시 커뮤니티의 이화여대 혐오를 해결해주십시오.,0 / 0,3,2019.10.24,기타,
628,관광객 문제 안일하게 있지 마세요. 적극적으로 해결해주세요.,0 / 0,28,2019.10.24,기타,
627,관광객문제 꼭 해결해주세요,0 / 0,0,2019.10.24,기타,
626,관광객 문제 조속한 해결 부탁드립니다,0 / 0,0,2019.10.24,기타,
625,"풍경 사진, 한국 여자들 사진 찍기 좋은 이화놀이동산, 관광객 문제 정녕 해결할 의지 없으십니까?",0 / 0,52,2019.10.23,기타,
624,학교의 명예를 훼손하는 자에게 징계를 내려주시길 바랍니다.,0 / 0,0,2019.10.23,기타,
623,입시 커뮤니티의 이화여대 혐오를 해결해주십시오.,0 / 0,0,2019.10.22,기타,
622,관광객 문제의 조속한 해결을 바랍니다.,0 / 0,0,2019.10.22,기타,
621,입시 커뮤니티의 이화여대 혐오를 해결해주십시오.,0 / 0,0,2019.10.22,기타,
490,관광객 문제 해결,0 / 0,0,2019.10.21,기타,
483,제발 관광객 제한해주세요 하다못해 학교내 촬영금지라도.,0 / 0,20,2019.10.21,기타,
482,관광객문제 해결 촉구,0 / 0,1,2019.10.21,기타,
481,왜 학교는 관광객 문제에 대처를 하지 않습니까,0 / 0,0,2019.10.21,기타,
480,관광객 문제 조속한 해결을 요구합니다.,0 / 0,25,2019.10.21,기타,
404,관광객 문제를 해결해주세요,0 / 0,0,2019.10.21,기타,
403,ECC 노트북실 좀 늘려주세요,0 / 0,1,2019.10.21,생활지원,공간사용
402,ECC 노트북실 좀 늘려주세요,0 / 0,2,2019.10.21,생활지원,공간사용
358,동양화과,0 / 0,2,2019.10.19,대학,
357,입시 커뮤니티의 이화여대 혐오를 해결해주십시오.,0 / 0,0,2019.10.18,기타,
356,중앙도서관 서가 이용시간을 늘려주세요,0 / 0,19,2019.10.18,생활지원,공간사용
355,입시 커뮤니티의 이화여대 혐오를 해결해주십시오.,0 / 0,0,2019.10.18,기타,
354,고시반 청결 문제,0 / 0,9,2019.10.18,기타,
353,'고시지원을 위한 장학금' 등 고시지원방안 마련,0 / 0,0,2019.10.17,기타,
306,부탁드립니다,0 / 0,2,2019.10.10,기타,
305,고시반 지원 관련,0 / 0,1,2019.10.09,학생지원,고시지원
304,사회체육프로그램 관련건의,0 / 0,2,2019.10.07,학생활동,
303,우등 최우등 졸업 관련,0 / 0,54,2019.10.07,행정지원,학사운영 전반에 관한 업무
302,편입생 우등/최우등 졸업,0 / 0,5,2019.10.04,행정지원,학사운영 전반에 관한 업무
301,이화 와이파이 작동 꼭 부탁드립니다.,0 / 0,41,2019.10.02,학생지원,학술지원
300,과목 이수구분표기된 성적증명서 발급,0 / 0,1,2019.09.26,행정지원,학사운영 전반에 관한 업무
299,과목 이수구분표기된 성적증명서 발급,0 / 0,0,2019.09.26,행정지원,학사운영 전반에 관한 업무
298,과목 이수구분표기된 성적증명서 발급,0 / 0,1,2019.09.26,행정지원,학사운영 전반에 관한 업무
297,답사 횟수,0 / 0,1,2019.09.22,기타,
296,이동약자를 위한 시설 개선 요청,0 / 0,36,2019.09.20,학생지원,장애학생지원
295,ecc 열람실 운영시간에 관하여 (오후 11~12시로 연장 제안),0 / 0,31,2019.09.19,생활지원,공간사용
294,내일로 라운지의 와이파이에 대해 건의드립니다.,0 / 0,35,2019.09.15,학생지원,학술지원
293,전공 필수 과목은 폐강 기준을 낮추어 주세요.,0 / 0,50,2019.09.06,행정지원,학사운영 전반에 관한 업무
292,대학원관에 복사기 설치해주세요.,0 / 0,2,2019.09.02,학생지원,편의시설
291,대학원관에 복사기 설치해주세요.,0 / 0,4,2019.09.02,학생지원,편의시설
290,입결 인식 정상화를 위한 노력을 해주세요,0 / 0,89,2019.08.25,기타,
289,이번 게시된 이화 홍보 영상 담당자에게 인센티브 지급 바랍니다.,0 / 0,0,2019.08.23,기타,
288,장학생 유의사항 안내,0 / 0,0,2019.08.23,학생지원,학술지원
287,office 365 이용 관련,0 / 0,0,2019.08.16,학생지원,학술지원
286,수강신청,0 / 0,0,2019.08.16,행정지원,학사운영 전반에 관한 업무
285,학생문화관 냉방 시스템,0 / 0,1,2019.08.16,생활지원,편의시설
284,조교 복무서/ 조교 활동 증명서 발급,0 / 0,72,2019.08.06,행정지원,학사운영 전반에 관한 업무
283,국내대학 학점교류 신청 가능 학기제한을 늘려주세요,0 / 0,1,2019.08.01,행정지원,학사운영 전반에 관한 업무
282,융합전공의 문제점 해결을 요구합니다.,0 / 0,2,2019.07.18,대학,
281,(1) 수강&졸업 시뮬레이션  (2) 증원,0 / 0,4,2019.07.18,행정지원,학사운영 전반에 관한 업무
280,성산자동차운전전문학원과의 MOU 체결을 제안합니다.,0 / 0,3,2019.07.17,학생지원,학술지원
275,졸업생 도서관 유료 회원제 등록자에 한해서 ECC 2번출구 출입 허용해주세요,0 / 0,0,2019.07.11,생활지원,공간사용
274,융합전공의 문제점 해결을 요구합니다.,0 / 0,3,2019.07.10,대학,
273,융합전공의 문제점 해결을 요구합니다.,0 / 0,2,2019.07.09,대학,
272,융합전공의 교과과정 개편과 여러 문제점 해결을 요구합니다.,0 / 0,3,2019.07.09,대학,
271,사회과학 고전읽기 1분반,0 / 0,1,2019.07.09,대학,
270,[도서관 동영상 강좌 개선] 중국어 강의 자료가 개선되어야 합니다.,0 / 0,2,2019.06.28,학생지원,학술지원
269,"우등, 최우등 졸업 관련한 제안",0 / 2,133,2019.06.27,행정지원,학사운영 전반에 관한 업무
268,샤워실 각 칸에 호출기를 마련해주시기 바랍니다,0 / 0,2,2019.06.26,생활지원,편의시설
267,발표 연습해 볼 수 있는 교육 개설을 요청드립니다.,0 / 0,69,2019.06.26,생활지원,공간사용
266,대학교 과제 하는 방법,0 / 0,114,2019.06.23,기타,
265,중도 피씨실 확실한 안내해주세요,0 / 0,1,2019.06.15,생활지원,공간사용
264,강사법 악용 대비책을 마련해주세요,1 / 0,97,2019.06.15,기타,
263,고전읽기와 글쓰기 과목 폐지 반대,1 / 0,125,2019.06.12,행정지원,학사운영 전반에 관한 업무
262,관광객 문제 개선,3 / 0,117,2019.06.10,기타,
261,논문지도교수에 대한 학칙을 시정해주시기 바랍니다.,0 / 0,6,2019.06.07,행정지원,학사운영 전반에 관한 업무
260,!!!!!!이화여자대학교 교육대학원 논문지도교수 선정 및 논문 진행 과정 건의.!!!!!,0 / 0,13,2019.06.07,행정지원,학사운영 전반에 관한 업무
259,사진어플 ulike 가 이화여대 캠퍼스를 상업적으로 이용합니다,47 / 0,414,2019.06.02,기타,
258,사진어플 ulike 가 이화여대 캠퍼스를 상업적으로 이용합니다,0 / 0,72,2019.06.02,기타,
257,사진 어플의 이화 캠퍼스를 상업적으로 이용합니다,0 / 0,50,2019.06.02,기타,
256,이화여대 기업가센터에서 주관하는 2019 창업동아리 ORDA 프로그램 지원 분야 관련 제안,0 / 0,1,2019.06.01,학생지원,취업/현장실습지원
255,엘텍공과대학 전공기초 수강 형식을 개선해주세요,0 / 0,0,2019.05.30,대학,
254,학점포기제도를 부활시켜주세요,0 / 0,2,2019.05.29,행정지원,학교관련 제도
253,'이화 그린' 색상을 지켜주시기를 바랍니다.,0 / 0,1,2019.05.28,기타,
252,기숙사 신청에 있어 서울 지역의 제한을 재검토해 주시기 바랍니다.,4 / 2,138,2019.05.27,생활지원,기숙사
251,건축학전공 내 교수 갑질을 해결해주세요,0 / 0,0,2019.05.26,대학,
250,이화신한열람실  pc좌석 조명 설치 부탁드립니다,0 / 0,2,2019.05.25,생활지원,편의시설
249,이화여대 학생들을 대상으로 한 모욕적인 발언에 법적 대응을 취해주시기 바랍니다.,0 / 0,0,2019.05.25,기타,
248,건축학 전공 내 교수 갑질을 해결해주세요,0 / 0,0,2019.05.24,대학,
137,건축학전공 내 교수 갑질 및 학생인권침해 문제의 조속한 해결을 요청합니다,0 / 0,0,2019.05.22,대학,
136,건축 전공 내 교수 권력 남용 문제를 해결해주세요.,0 / 0,0,2019.05.22,대학,
86,건축학전공 내 교수 갑질문제 해결을 바랍니다,0 / 0,0,2019.05.22,대학,
85,건축학전공 내 교수갑질을 해결해주세요,0 / 0,53,2019.05.22,대학,
84,관광객 문제 개선,0 / 0,75,2019.05.18,기타,
83,ECC 냉난방,0 / 0,1,2019.05.14,생활지원,편의시설
82,'Ask A Question' 개설,2 / 0,52,2019.05.13,기타,
81,졸업에 필요한 이수학점 하향조정요청,0 / 0,0,2019.05.07,행정지원,학사운영 전반에 관한 업무
80,"잘못된 게시글 삭제, 수정 가능하도록 게시판 구성",0 / 0,1,2019.05.04,기타,
79,도서관에 책 소독기 설치,0 / 0,5,2019.05.04,생활지원,편의시설
78,"고려대학교의 보구녀관, 의사 김점동 업적 탈취 시도에 대한 장기적인 대책 요구",0 / 0,0,2019.05.03,기타,
77,관광객의 수가 정도를 넘어 선 수준입니다.,3 / 0,119,2019.05.03,기타,
76,중국어 교육실을 운영을 제안합니다.,0 / 0,1,2019.05.03,학생지원,학술지원
75,관광객 문제 개선,4 / 0,85,2019.05.02,기타,
74,고려대학교의 역사 날조 대응 바랍니다,0 / 0,1,2019.05.01,기타,
73,학교 대외 이미지 개선,0 / 0,1,2019.04.28,기타,
72,중국의 샤먼대학교처럼 관광객 쿼터제,0 / 0,4,2019.04.27,기타,
71,도서관에서 떠드는 사람에 대한 경고문구,0 / 0,1,2019.04.25,기타,
70,중앙도서관 자유열람실 입구 문소리,0 / 0,1,2019.04.15,기타,
69,학부생 주차,0 / 0,0,2019.04.15,기타,
68,고등학생에게 배부되는 입시 관련 자료의 수정을 부탁드립니다.,2 / 0,153,2019.04.14,기타,
67,우리대학 대외이미지 개선 제발 부탁드립니다.,0 / 0,5,2019.04.13,기타,
66,졸업생 오랜만에 학교 방문했다가 충격 받고 갑니다. 관광객 문제 관리 건의드립니다.,7 / 0,252,2019.04.13,기타,
65,학부생들을 배려하는 주차 시스템,0 / 0,1,2019.04.08,기타,
64,잔디 밟지 마시오 표지판 세우기,0 / 0,104,2019.04.05,기타,
63,기숙사 세탁보증금 환불이 진행되지 않고 있습니다.,0 / 0,1,2019.04.04,생활지원,기숙사
62,"이화플러스 장학금 신청과정, 심사과정에 대해 건의합니다.",0 / 0,3,2019.04.01,학생지원,학술지원
61,졸업생입니다. ECC 출입구 관련 사항,0 / 0,2,2019.04.01,기타,
60,수면실 너무 추워요,0 / 0,0,2019.03.26,생활지원,편의시설
59,교내 자동차 속도제한,0 / 0,97,2019.03.25,기타,
58,고시반 지원은 단순히 시설과 경제적 지원이라는 의미만 갖고 있는 것이 아닙니다.,1 / 4,164,2019.03.22,학생지원,고시지원
57,교내 외부인 출입의 규제 강화가 시급합니다.,0 / 0,121,2019.03.21,기타,
56,생활관 교직원 식당 품질 개선 제안,0 / 0,0,2019.03.20,생활지원,식당
55,시간표 시간 구조를 변경해 주세요,0 / 0,2,2019.03.17,행정지원,학사운영 전반에 관한 업무
54,학교폭력가해자 동아리 이화냥이의 조속한 조사와 가해자처벌 및 동아리 제명여부를 요망합니다.,0 / 0,0,2019.03.16,기타,
53,"학교폭력 동아리 이화냥이와 그를 감싸는 동아리연합회, 또 그를 감싸는 학생지원실에 대하여",0 / 0,1,2019.03.15,기타,
52,IT센터 노트북 대여 마감시간을 6시30분 또는 7시까지 연장하길 제안합니다.,0 / 0,1,2019.03.12,학생지원,학술지원
51,휴대폰 충전함에 c타입 충전기도 추가해주세요,0 / 0,0,2019.03.11,학생지원,학술지원
50,졸업생도 도서관 자료신청가능했으면 합니다!,0 / 0,40,2019.03.10,학생지원,학술지원
49,졸업생도 도서관 자료신청가능했으면 합니다!,0 / 0,76,2019.03.10,학생지원,학술지원
48,수강신청에 관하여,1 / 1,85,2019.03.09,행정지원,학사운영 전반에 관한 업무
47,수강신청이 너무 힘듭니다,0 / 0,2,2019.03.08,행정지원,학사운영 전반에 관한 업무
46,조기졸업 관련 규정에 대한 추가 의견입니다.,0 / 0,0,2019.03.08,행정지원,학사운영 전반에 관한 업무
45,학기 시작 전 과목 수요조사를 실시하여 분반 개설을 해주세요,4 / 0,53,2019.03.05,행정지원,학사운영 전반에 관한 업무
44,융합기초 강의인원 늘려주세요,0 / 0,5,2019.03.05,대학,
43,열람실 공기청정기 설치 관련 제안올립니다.,5 / 0,95,2019.03.04,생활지원,편의시설
42,야외 농구코트,0 / 0,0,2019.03.03,생활지원,공간사용
41,체대 홀 대관,0 / 0,0,2019.03.03,대학,
40,[포스코관 도서반납기 설치],20 / 0,200,2019.03.03,생활지원,편의시설
39,공기청정기 설치에 관하여,0 / 0,1,2019.02.28,생활지원,편의시설
38,편입생들에 대한 차별을 없애주시기 바랍니다.,3 / 0,183,2019.02.27,행정지원,학사운영 전반에 관한 업무
37,조기졸업 관련 규정에 대한 제안입니다.,0 / 0,0,2019.02.25,행정지원,학사운영 전반에 관한 업무
36,수강신청 방식 개혁과 학년 티오 등 변화를 원합니다,0 / 0,0,2019.02.22,행정지원,학사운영 전반에 관한 업무
35,ecc 열람실 노트북실을 확장해주세요,0 / 0,75,2019.02.21,생활지원,공간사용
34,제안사항,0 / 0,0,2019.02.20,기타,
33,이화 수영장에 관하여,10 / 0,194,2019.02.15,생활지원,공간사용
32,이화복지장학금 지급비율,0 / 0,4,2019.02.14,학생지원,학술지원
31,고급영어가 필수가 아니었던 학과에서 필수인 학과로 전과한 학생들에게 고급영어 수강신청 자격을 주세요.,0 / 0,101,2019.02.14,행정지원,학사운영 전반에 관한 업무
30,대학원 수강신청에도 수강인원 검색이 가능하도록 해주세요.,0 / 0,2,2019.02.14,행정지원,학사운영 전반에 관한 업무
29,수강신청 시스템 개선을 바랍니다.,0 / 0,1,2019.02.14,행정지원,학사운영 전반에 관한 업무
28,수강가능 인원 증원 관련,0 / 0,2,2019.02.13,행정지원,학사운영 전반에 관한 업무
27,가장 현명한 융합기초 문제 해결방법,0 / 0,10,2019.02.13,대학,
26,제안합니다.,0 / 0,9,2019.02.13,기타,
25,제안합니다.,0 / 0,1,2019.02.13,기타,
24,제안합니다.,0 / 0,1,2019.02.13,기타,
23,필수교양 및 융합기초 증원 허용,0 / 0,5,2019.02.13,기타,
22,융합ㅊ,0 / 0,82,2019.02.13,기타,
21,융합깇,0 / 0,36,2019.02.13,기타,
20,융합깇,0 / 0,73,2019.02.13,기타,
19,편입학 신입생들에게도 합격키트를 주시기 바랍니다.,19 / 3,485,2019.02.12,학생지원,입학 및 학사운영
18,공지사항 <2019학년도 입학식 안내>의 문장 정정 요청,0 / 0,119,2019.02.12,행정지원,입학 및 학사운영
17,디자인 학부 주전공생의 우선수강신청권을 제안합니다.,0 / 0,6,2019.02.11,대학,
16,건의사항이 익명으로 접수 될 수 있었으면 좋겠습니다.,6 / 1,286,2019.02.08,행정지원,학사운영 전반에 관한 업무
15,이화여대건축학부 건축설계 수업에 여성 강사진이 존재하기를 바랍니다.,48 / 1,578,2019.02.07,대학,
14,우선수강신청 및 복수전공 승인제한 요건 강화를 건의합니다.,0 / 0,2,2019.02.03,행정지원,학사운영 전반에 관한 업무
13,올해 졸업전시를 앞둔 조예대 학생입니다. 조예대 복도 바닥 타일 교체만이라도 원합니다.,6 / 0,143,2019.02.01,대학,
12,중앙도서관 pc에 adobe 프로그램들을 cc로 업그레이드 시켜주세요,0 / 0,0,2019.01.31,학생지원,학술지원
11,열람실 관련 제안드립니다.,0 / 0,1,2019.01.29,생활지원,공간사용
10,이화복지장학금 지원비율,0 / 0,0,2019.01.25,학생지원,학술지원
9,졸업 시뮬레이션 기간 제한 없애주세요,0 / 0,3,2019.01.24,행정지원,학사운영 전반에 관한 업무
8,THE 포트폴리오 미래설계,1 / 0,172,2019.01.23,기타,
7,이화 포탈 및 공식 홈페이지 SSL 인증서 설치 요청,0 / 0,3,2019.01.22,기타,
6,이화 포탈 및 공식 홈페이지 SSL 인증서 설치 요청,0 / 0,0,2019.01.22,기타,
5,수강시뮬레이션이나 졸업시뮬레이션 항상 볼 수 있게 해주세요.,0 / 0,2,2019.01.22,기타,
